KEGGID,super_class,class,sub_class,family
C16969,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],Sterol lipids[ST]
C17058,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],Sterol lipids[ST]
C17072,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],Sterol lipids[ST]
C19643,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],Sterol lipids[ST]
C19644,Steroids,29-Carbon atoms,Stigmastane derivatives [Fig],Sterol lipids[ST]
C19648,Steroids,27-Carbon atoms,Furostan derivatives [Fig],Sterol lipids[ST]
C19649,Steroids,27-Carbon atoms,Furostan derivatives [Fig],Sterol lipids[ST]
C19650,Steroids,27-Carbon atoms,Furostan derivatives [Fig],Sterol lipids[ST]
C19651,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],Sterol lipids[ST]
C19652,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],Sterol lipids[ST]
C19653,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],Sterol lipids[ST]
C19654,Steroids,29-Carbon atoms,Poriferastane derivatives [Fig],Sterol lipids[ST]
C19655,Steroids,30-Carbon atoms,Gorgostane derivatives [Fig],Sterol lipids[ST]
C19656,Steroids,30-Carbon atoms,Gorgostane derivatives [Fig],Sterol lipids[ST]
C19657,Steroids,30-Carbon atoms,Gorgostane derivatives [Fig],Sterol lipids[ST]
C00427,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C00584,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C00639,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C00696,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C00909,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C00959,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C01312,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C02165,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C02166,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C02198,Lipids,Eicosanoids [Fig],Thromboxanes,Fatty acyls[FA]
C02314,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C04685,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C04686,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C04741,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C05356,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C05951,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C05952,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C05953,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C05954,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C05955,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C05956,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C05957,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C05963,Lipids,Eicosanoids [Fig],Thromboxanes,Fatty acyls[FA]
C05964,Lipids,Eicosanoids [Fig],Thromboxanes,Fatty acyls[FA]
C06438,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C06439,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C06462,Lipids,Eicosanoids [Fig],Leukotrienes,Fatty acyls[FA]
C06475,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C06476,Lipids,Eicosanoids [Fig],Prostaglandins,Fatty acyls[FA]
C00219,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C00249,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C00712,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C01530,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C01571,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C01595,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C01712,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C02679,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C06424,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C06425,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C06426,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C06427,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C06428,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C06429,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C08281,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C08316,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C08320,Lipids,Fatty acids [Fig],Saturated fatty acids,Fatty acyls[FA]
C08323,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C08362,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C16525,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C16526,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C16533,Lipids,Fatty acids [Fig],Unsaturated fatty acids,Fatty acyls[FA]
C00003,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00006,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00010,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00016,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00018,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00019,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00029,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00032,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00051,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00053,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00061,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00068,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00101,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00113,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00120,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00194,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00272,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00725,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00862,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C01217,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C03576,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C04628,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C05777,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C11378,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C15670,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C15672,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C18237,Vitamins and cofactors,Cofactors,Coenzymes [Fig],Cofactors
C00072,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00153,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00250,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00253,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00255,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00314,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00378,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00504,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00534,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00864,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C05776,Vitamins and cofactors,Vitamins,Water-soluble vitamins [Fig],Vitamins
C00473,Vitamins and cofactors,Vitamins,Fat-soluble vitamins [Fig],Vitamins
C00828,Vitamins and cofactors,Vitamins,Fat-soluble vitamins [Fig],Vitamins
C02059,Vitamins and cofactors,Vitamins,Fat-soluble vitamins [Fig],Vitamins
C02477,Vitamins and cofactors,Vitamins,Fat-soluble vitamins [Fig],Vitamins
C05441,Vitamins and cofactors,Vitamins,Fat-soluble vitamins [Fig],Vitamins
C05443,Vitamins and cofactors,Vitamins,Fat-soluble vitamins [Fig],Vitamins
C00031,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00089,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C00095,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00116,Carbohydrates,Monosaccharides,Sugar alcohols [Fig],Carbohydrates
C00121,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00124,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00137,Carbohydrates,Monosaccharides,Sugar alcohols [Fig],Carbohydrates
C00140,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C00159,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00181,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00184,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00185,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C00191,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C00208,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C00216,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00243,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C00247,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00252,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C00257,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C00259,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00270,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C00309,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00310,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00312,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00329,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C00333,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C00379,Carbohydrates,Monosaccharides,Sugar alcohols [Fig],Carbohydrates
C00392,Carbohydrates,Monosaccharides,Sugar alcohols [Fig],Carbohydrates
C00476,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00507,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C00508,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00558,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C00577,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C00586,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C00645,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C00764,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00794,Carbohydrates,Monosaccharides,Sugar alcohols [Fig],Carbohydrates
C00795,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C00905,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C01018,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C01019,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C01083,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C01132,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C01187,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C01487,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C01508,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C01510,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C01518,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C01625,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C01630,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C01684,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C01719,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C01728,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C01742,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C01796,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C01801,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C01825,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C02022,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C02024,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C02045,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C02048,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C02076,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C02262,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C02426,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C02522,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C02713,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C02781,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C03410,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C03525,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C03570,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C03752,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C05402,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C06371,Carbohydrates,Oligosaccharides [Fig],Tetrasaccharides,Carbohydrates
C06372,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C06463,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C06464,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C06465,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C06466,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C06467,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C06468,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C06469,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C06470,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C06471,Carbohydrates,Monosaccharides,Deoxy sugars [Fig],Carbohydrates
C06472,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C06473,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C06474,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C06477,Carbohydrates,Monosaccharides,Sugar acids [Fig],Carbohydrates
C06478,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C08240,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C08247,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C08250,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C15478,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C15479,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C15480,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C15481,Carbohydrates,Monosaccharides,Amino sugars [Fig],Carbohydrates
C15923,Carbohydrates,Monosaccharides,Aldoses [Fig],Carbohydrates
C19612,Carbohydrates,Monosaccharides,Ketoses [Fig],Carbohydrates
C19632,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C19633,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C19634,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C19635,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
C19636,Carbohydrates,Oligosaccharides [Fig],Disaccharides,Carbohydrates
G04981,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G10481,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G10483,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G10495,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G10505,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G10536,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G10591,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G10593,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11334,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11598,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11599,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11603,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G11610,Carbohydrates,Polysaccharides [Fig],Homopolysaccharides,Carbohydrates
G11619,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11622,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11623,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
G11624,Carbohydrates,Polysaccharides [Fig],Heteropolysaccharides,Carbohydrates
C00386,Peptides,Peptides,Dipeptides [Fig],"Amino acids, peptides, and analogues"
C00993,Peptides,Peptides,Dipeptides [Fig],"Amino acids, peptides, and analogues"
C01262,Peptides,Peptides,Dipeptides [Fig],"Amino acids, peptides, and analogues"
C00134,Peptides,Amines,Biogenic amines [Fig],Amines
C00189,Peptides,Amines,Biogenic amines [Fig],Amines
C00388,Peptides,Amines,Biogenic amines [Fig],Amines
C00483,Peptides,Amines,Biogenic amines [Fig],Amines
C00780,Peptides,Amines,Biogenic amines [Fig],Amines
C01137,Peptides,Amines,Biogenic amines [Fig],Amines
C01678,Peptides,Amines,Biogenic amines [Fig],Amines
C03194,Peptides,Amines,Biogenic amines [Fig],Amines
C03758,Peptides,Amines,Biogenic amines [Fig],Amines
C05332,Peptides,Amines,Biogenic amines [Fig],Amines
C00025,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00037,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00041,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00047,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00049,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00062,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00064,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00065,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00073,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00077,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00078,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00079,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00082,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00097,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00099,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00123,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00133,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00135,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00148,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00152,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00155,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00183,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00188,Peptides,Amino acids,Common amino acids [Fig],Amino acids
C00217,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00263,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00327,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00334,Peptides,Amino acids,Other amino acids [Fig],Amino acids
C00355,Peptides,Amino acids,Other amino acids [Fig],Amino acids
